"modelA","modelB","contrast","estimate","SE","df","t.ratio","p.value","p.value.signif"
"(bert-base-chinese)","(bert-base-multilingual-uncased)","(bert-base-chinese) - (bert-base-multilingual-uncased)",4.6769378006570195,0.5396915374808848,1781.9999999999363,8.665946148586164,3.835112257325789e-17,"***"
"(bert-base-chinese)","(roberta-base)","(bert-base-chinese) - (roberta-base)",8.59277442989274,0.5396915374808848,1781.9999999999363,15.921640109461759,5.187868492264584e-52,"***"
"(bert-base-chinese)","(roberta-large)","(bert-base-chinese) - (roberta-large)",8.601804165756766,0.5396915374808848,1781.9999999999363,15.938371399906249,4.925508324827609e-52,"***"
"(bert-base-chinese)","(xlm-roberta-base)","(bert-base-chinese) - (xlm-roberta-base)",5.596438725723713,0.5396915374808847,1781.9999999999363,10.369698868813433,1.1411574192658302e-23,"***"
"(bert-base-chinese)","(xlm-roberta-large)","(bert-base-chinese) - (xlm-roberta-large)",4.4866720794927355,0.5396915374808849,1781.9999999999363,8.313400837143286,6.229021644884428e-16,"***"
"(bert-base-chinese)","(deberta-v3-base)","(bert-base-chinese) - (deberta-v3-base)",3.1329726113828094,0.5396915374808847,1781.9999999999363,5.805117171202218,1.5844796464436207e-8,"***"
"(bert-base-chinese)","(deberta-v3-large)","(bert-base-chinese) - (deberta-v3-large)",2.841952384157099,0.5396915374808848,1781.9999999999363,5.265882799316188,2.907440334817113e-7,"***"
"(bert-base-chinese)","(mdeberta-v3-base)","(bert-base-chinese) - (mdeberta-v3-base)",-0.9230170941812038,0.5396915374808848,1781.9999999999363,-1.7102678661399167,0.11069452746511094,"ns"
"(bert-base-chinese)","gpt2","(bert-base-chinese) - gpt2",7.701847692752474,0.5396915374808848,1781.9999999999363,14.270832795901054,1.3426864230590155e-42,"***"
"(bert-base-chinese)","(gpt2-medium)","(bert-base-chinese) - (gpt2-medium)",8.08436354773338,0.5396915374808848,1782.0000000001703,14.979600357398077,1.7583335334645445e-46,"***"
"(bert-base-chinese)","(gpt2-large)","(bert-base-chinese) - (gpt2-large)",7.1442734873276965,0.5396915374808848,1782.0000000001703,13.237697816561997,4.9447333367100515e-37,"***"
"(bert-base-chinese)","(gpt2-xl)","(bert-base-chinese) - (gpt2-xl)",7.108112416614865,0.5396915374808848,1782.0000000001703,13.170694596756809,1.0193533955242547e-36,"***"
"(bert-base-chinese)","(Llama-3.2-1B)","(bert-base-chinese) - (Llama-3.2-1B)",4.0262328588975205,0.5396915374808848,1781.9999999999363,7.460248270133612,3.53104890296356e-13,"***"
"(bert-base-chinese)","(Llama-3.2-3B)","(bert-base-chinese) - (Llama-3.2-3B)",2.973403852819138,0.5396915374808848,1782.0000000001703,5.509450577450369,7.924685468960111e-8,"***"
"(bert-base-chinese)","(Llama-3.1-8B)","(bert-base-chinese) - (Llama-3.1-8B)",2.980840363095217,0.5396915374808848,1782.0000000001703,5.523229763818178,7.420406799241563e-8,"***"
"(bert-base-chinese)","(Qwen2.5-1.5B)","(bert-base-chinese) - (Qwen2.5-1.5B)",3.208882646600439,0.5396915374808848,1782.0000000001703,5.94577165611772,6.973689848359584e-9,"***"
"(bert-base-chinese)","(Qwen2.5-3B)","(bert-base-chinese) - (Qwen2.5-3B)",2.6475045867043967,0.5396915374808848,1782.0000000001703,4.905588475709919,1.8102301804768042e-6,"***"
"(bert-base-chinese)","(Qwen2.5-7B)","(bert-base-chinese) - (Qwen2.5-7B)",2.743318396785971,0.5396915374808848,1782.0000000001703,5.083122869761759,7.463383054919171e-7,"***"
"(bert-base-multilingual-uncased)","(roberta-base)","(bert-base-multilingual-uncased) - (roberta-base)",3.915836629235721,0.5396915374808761,1782.0000000008722,7.255693960875713,1.4501390450964685e-12,"***"
"(bert-base-multilingual-uncased)","(roberta-large)","(bert-base-multilingual-uncased) - (roberta-large)",3.9248663650997466,0.5396915374808762,1782.0000000008722,7.272425251320201,1.3045384486592589e-12,"***"
"(bert-base-multilingual-uncased)","(xlm-roberta-base)","(bert-base-multilingual-uncased) - (xlm-roberta-base)",0.9195009250666937,0.5396915374808761,1782.0000000008722,1.7037527202272948,0.11140353441761186,"ns"
"(bert-base-multilingual-uncased)","(xlm-roberta-large)","(bert-base-multilingual-uncased) - (xlm-roberta-large)",-0.19026572116428397,0.5396915374808762,1782.0000000008722,-0.3525453114428832,0.7694692351218915,"ns"
"(bert-base-multilingual-uncased)","(deberta-v3-base)","(bert-base-multilingual-uncased) - (deberta-v3-base)",-1.5439651892742101,0.5396915374808761,1782.0000000008722,-2.860828977383994,0.006301373478206222,"**"
"(bert-base-multilingual-uncased)","(deberta-v3-large)","(bert-base-multilingual-uncased) - (deberta-v3-large)",-1.8349854164999204,0.5396915374808762,1782.0000000008722,-3.4000633492700314,0.0010802252727606417,"**"
"(bert-base-multilingual-uncased)","(mdeberta-v3-base)","(bert-base-multilingual-uncased) - (mdeberta-v3-base)",-5.599954894838223,0.5396915374808761,1782.0000000008722,-10.37621401472625,1.1146614980425412e-23,"***"
"(bert-base-multilingual-uncased)","gpt2","(bert-base-multilingual-uncased) - gpt2",3.0249098920954545,0.5396915374808762,1782.0000000008722,5.604886647314979,4.848803289465536e-8,"***"
"(bert-base-multilingual-uncased)","(gpt2-medium)","(bert-base-multilingual-uncased) - (gpt2-medium)",3.4074257470763607,0.5396915374808762,1782.0000000008722,6.3136542088120144,7.428805483599548e-10,"***"
"(bert-base-multilingual-uncased)","(gpt2-large)","(bert-base-multilingual-uncased) - (gpt2-large)",2.467335686670677,0.5396915374808762,1782.0000000008722,4.5717516679759065,8.752188941381683e-6,"***"
"(bert-base-multilingual-uncased)","(gpt2-xl)","(bert-base-multilingual-uncased) - (gpt2-xl)",2.431174615957845,0.5396915374808762,1782.0000000011062,4.504748448170717,1.1748457118300869e-5,"***"
"(bert-base-multilingual-uncased)","(Llama-3.2-1B)","(bert-base-multilingual-uncased) - (Llama-3.2-1B)",-0.650704941759499,0.5396915374808762,1782.0000000011062,-1.2056978784525718,0.2766247225969026,"ns"
"(bert-base-multilingual-uncased)","(Llama-3.2-3B)","(bert-base-multilingual-uncased) - (Llama-3.2-3B)",-1.7035339478378813,0.5396915374808762,1782.0000000011062,-3.1564955711358462,0.002501038171932273,"**"
"(bert-base-multilingual-uncased)","(Llama-3.1-8B)","(bert-base-multilingual-uncased) - (Llama-3.1-8B)",-1.6960974375618023,0.5396915374808761,1782.0000000011062,-3.142716384768037,0.0025977150917986832,"**"
"(bert-base-multilingual-uncased)","(Qwen2.5-1.5B)","(bert-base-multilingual-uncased) - (Qwen2.5-1.5B)",-1.4680551540565805,0.5396915374808761,1782.0000000011062,-2.7201744924684887,0.009234193125595204,"**"
"(bert-base-multilingual-uncased)","(Qwen2.5-3B)","(bert-base-multilingual-uncased) - (Qwen2.5-3B)",-2.0294332139526228,0.5396915374808762,1782.0000000011062,-3.7603576728763053,2.8254857586343304e-4,"***"
"(bert-base-multilingual-uncased)","(Qwen2.5-7B)","(bert-base-multilingual-uncased) - (Qwen2.5-7B)",-1.9336194038710484,0.5396915374808762,1782.0000000011062,-3.582823278824463,5.577989718975503e-4,"***"
"(roberta-base)","(roberta-large)","(roberta-base) - (roberta-large)",0.009029735864025668,0.5396915374808762,1782.0000000008722,0.01673129044448957,0.9890076902651841,"ns"
"(roberta-base)","(xlm-roberta-base)","(roberta-base) - (xlm-roberta-base)",-2.9963357041690273,0.5396915374808761,1782.0000000008722,-5.551941240648418,6.388860428524831e-8,"***"
"(roberta-base)","(xlm-roberta-large)","(roberta-base) - (xlm-roberta-large)",-4.106102350400005,0.5396915374808762,1782.0000000008722,-7.6082392723185945,1.2335211034251716e-13,"***"
"(roberta-base)","(deberta-v3-base)","(roberta-base) - (deberta-v3-base)",-5.459801818509931,0.5396915374808761,1782.0000000008722,-10.116522938259706,1.2516728044745234e-22,"***"
"(roberta-base)","(deberta-v3-large)","(roberta-base) - (deberta-v3-large)",-5.750822045735641,0.5396915374808761,1782.0000000008722,-10.655757310145745,8.626909676384987e-25,"***"
"(roberta-base)","(mdeberta-v3-base)","(roberta-base) - (mdeberta-v3-base)",-9.515791524073943,0.5396915374808761,1782.0000000008722,-17.631907975601962,2.4881240880400155e-62,"***"
"(roberta-base)","gpt2","(roberta-base) - gpt2",-0.8909267371402665,0.5396915374808761,1782.0000000008722,-1.6508073135607326,0.12173494469324544,"ns"
"(roberta-base)","(gpt2-medium)","(roberta-base) - (gpt2-medium)",-0.5084108821593603,0.5396915374808761,1782.0000000008722,-0.9420397520636976,0.40559791759820213,"ns"
"(roberta-base)","(gpt2-large)","(roberta-base) - (gpt2-large)",-1.448500942565044,0.5396915374808762,1782.0000000008722,-2.6839422928998053,0.010126684682544405,"*"
"(roberta-base)","(gpt2-xl)","(roberta-base) - (gpt2-xl)",-1.4846620132778758,0.5396915374808762,1782.0000000011062,-2.7509455127049947,0.008482835159822497,"**"
"(roberta-base)","(Llama-3.2-1B)","(roberta-base) - (Llama-3.2-1B)",-4.56654157099522,0.5396915374808762,1782.0000000011062,-8.461391839328284,1.9748124439016857e-16,"***"
"(roberta-base)","(Llama-3.2-3B)","(roberta-base) - (Llama-3.2-3B)",-5.619370577073602,0.5396915374808762,1782.0000000011062,-10.412189532011558,8.519721401059444e-24,"***"
"(roberta-base)","(Llama-3.1-8B)","(roberta-base) - (Llama-3.1-8B)",-5.611934066797524,0.5396915374808761,1782.0000000011062,-10.39841034564375,9.340139475160158e-24,"***"
"(roberta-base)","(Qwen2.5-1.5B)","(roberta-base) - (Qwen2.5-1.5B)",-5.3838917832923014,0.5396915374808761,1782.0000000011062,-9.975868453344201,4.2064369803833805e-22,"***"
"(roberta-base)","(Qwen2.5-3B)","(roberta-base) - (Qwen2.5-3B)",-5.945269843188344,0.5396915374808761,1782.0000000011062,-11.016051633752019,2.7196148845616834e-26,"***"
"(roberta-base)","(Qwen2.5-7B)","(roberta-base) - (Qwen2.5-7B)",-5.849456033106769,0.5396915374808761,1782.0000000011062,-10.838517239700176,1.5005662232326575e-25,"***"
"(roberta-large)","(xlm-roberta-base)","(roberta-large) - (xlm-roberta-base)",-3.005365440033053,0.5396915374808761,1782.0000000008722,-5.568672531092908,5.881920181551845e-8,"***"
"(roberta-large)","(xlm-roberta-large)","(roberta-large) - (xlm-roberta-large)",-4.115132086264031,0.5396915374808762,1782.0000000008722,-7.624970562763084,1.1058982837258643e-13,"***"
"(roberta-large)","(deberta-v3-base)","(roberta-large) - (deberta-v3-base)",-5.468831554373956,0.5396915374808762,1782.0000000008722,-10.133254228704194,1.1057258993470789e-22,"***"
"(roberta-large)","(deberta-v3-large)","(roberta-large) - (deberta-v3-large)",-5.759851781599667,0.5396915374808762,1782.0000000008722,-10.672488600590233,7.688950128821349e-25,"***"
"(roberta-large)","(mdeberta-v3-base)","(roberta-large) - (mdeberta-v3-base)",-9.52482125993797,0.5396915374808762,1782.0000000008722,-17.648639266046448,2.4881240880400155e-62,"***"
"(roberta-large)","gpt2","(roberta-large) - gpt2",-0.8999564730042922,0.5396915374808762,1782.0000000008722,-1.667538604005222,0.11930440270576984,"ns"
"(roberta-large)","(gpt2-medium)","(roberta-large) - (gpt2-medium)",-0.5174406180233859,0.5396915374808762,1782.0000000008722,-0.958771042508187,0.39837594177183994,"ns"
"(roberta-large)","(gpt2-large)","(roberta-large) - (gpt2-large)",-1.4575306784290696,0.5396915374808762,1782.0000000011062,-2.7006735833442947,0.009711455352332553,"**"
"(roberta-large)","(gpt2-xl)","(roberta-large) - (gpt2-xl)",-1.4936917491419015,0.5396915374808762,1782.0000000011062,-2.7676768031494845,0.008128379917608808,"**"
"(roberta-large)","(Llama-3.2-1B)","(roberta-large) - (Llama-3.2-1B)",-4.575571306859246,0.5396915374808762,1782.0000000011062,-8.478123129772772,1.7965804324142293e-16,"***"
"(roberta-large)","(Llama-3.2-3B)","(roberta-large) - (Llama-3.2-3B)",-5.628400312937628,0.5396915374808763,1782.0000000011062,-10.428920822456046,7.939682732185487e-24,"***"
